0.1	-1	-nan
0.1	-0.99	1.37581
0.1	-0.98	1.38636
0.1	-0.97	1.39703
0.1	-0.96	1.40781
0.1	-0.95	1.41872
0.1	-0.94	1.42974
0.1	-0.93	1.44089
0.1	-0.92	1.45216
0.1	-0.91	1.46356
0.1	-0.9	1.47509
0.1	-0.89	1.48674
0.1	-0.88	1.49853
0.1	-0.87	1.51046
0.1	-0.86	1.52251
0.1	-0.85	1.53471
0.1	-0.84	1.54704
0.1	-0.83	1.55952
0.1	-0.82	1.57215
0.1	-0.81	1.58492
0.1	-0.8	1.59784
0.1	-0.79	1.61091
0.1	-0.78	1.62414
0.1	-0.77	1.63753
0.1	-0.76	1.65107
0.1	-0.75	1.66478
0.1	-0.74	1.67865
0.1	-0.73	1.69269
0.1	-0.72	1.7069
0.1	-0.71	1.72128
0.1	-0.7	1.73584
0.1	-0.69	1.75058
0.1	-0.68	1.7655
0.1	-0.67	1.78061
0.1	-0.66	1.79591
0.1	-0.65	1.81139
0.1	-0.64	1.82708
0.1	-0.63	1.84296
0.1	-0.62	1.85904
0.1	-0.61	1.87533
0.1	-0.6	1.89183
0.1	-0.59	1.90854
0.1	-0.58	1.92547
0.1	-0.57	1.94262
0.1	-0.56	1.95999
0.1	-0.55	1.97759
0.1	-0.54	1.99543
0.1	-0.53	2.01351
0.1	-0.52	2.03182
0.1	-0.51	2.05038
0.1	-0.5	2.0692
0.1	-0.49	2.08827
0.1	-0.48	2.1076
0.1	-0.47	2.12719
0.1	-0.46	2.14706
0.1	-0.45	2.1672
0.1	-0.44	2.18763
0.1	-0.43	2.20834
0.1	-0.42	2.22934
0.1	-0.41	2.25065
0.1	-0.4	2.27225
0.1	-0.39	2.29417
0.1	-0.38	2.3164
0.1	-0.37	2.33896
0.1	-0.36	2.36185
0.1	-0.35	2.38507
0.1	-0.34	2.40864
0.1	-0.33	2.43256
0.1	-0.32	2.45684
0.1	-0.31	2.48148
0.1	-0.3	2.5065
0.1	-0.29	2.5319
0.1	-0.28	2.55769
0.1	-0.27	2.58387
0.1	-0.26	2.61047
0.1	-0.25	2.63748
0.1	-0.24	2.66492
0.1	-0.23	2.69279
0.1	-0.22	2.7211
0.1	-0.21	2.74987
0.1	-0.2	2.77909
0.1	-0.19	2.80881
0.1	-0.18	2.83902
0.1	-0.17	2.86972
0.1	-0.16	2.90093
0.1	-0.15	2.93266
0.1	-0.14	2.96492
0.1	-0.13	2.99774
0.1	-0.12	3.03111
0.1	-0.11	3.06506
0.1	-0.1	3.0996
0.1	-0.09	3.13474
0.1	-0.08	3.1705
0.1	-0.07	3.2069
0.1	-0.06	3.24395
0.1	-0.05	3.28166
0.1	-0.04	3.32006
0.1	-0.03	3.35916
0.1	-0.02	3.39898
0.1	-0.01	3.43955
0.1	7.5287e-16	3.48087
0.1	0.01	3.52298
0.1	0.02	3.56589
0.1	0.03	3.60962
0.1	0.04	3.6542
0.1	0.05	3.69965
0.1	0.06	3.746
0.1	0.07	3.79327
0.1	0.08	3.84149
0.1	0.09	3.89069
0.1	0.1	3.94089
0.1	0.11	3.99213
0.1	0.12	4.04443
0.1	0.13	4.09783
0.1	0.14	4.15237
0.1	0.15	4.20807
0.1	0.16	4.26498
0.1	0.17	4.32313
0.1	0.18	4.38256
0.1	0.19	4.44332
0.1	0.2	4.50545
0.1	0.21	4.56899
0.1	0.22	4.63399
0.1	0.23	4.7005
0.1	0.24	4.76857
0.1	0.25	4.83826
0.1	0.26	4.90962
0.1	0.27	4.98271
0.1	0.28	5.0576
0.1	0.29	5.13435
0.1	0.3	5.21304
0.1	0.31	5.29372
0.1	0.32	5.37648
0.1	0.33	5.4614
0.1	0.34	5.54857
0.1	0.35	5.63805
0.1	0.36	5.72996
0.1	0.37	5.8244
0.1	0.38	5.92146
0.1	0.39	6.02126
0.1	0.4	6.12391
0.1	0.41	6.22954
0.1	0.42	6.33827
0.1	0.43	6.45025
0.1	0.44	6.56561
0.1	0.45	6.6851
0.1	0.46	6.80715
0.1	0.47	6.93367
0.1	0.48	7.06425
0.1	0.49	7.19913
0.1	0.5	7.33849
0.1	0.51	7.48257
0.1	0.52	7.63161
0.1	0.53	7.78589
0.1	0.54	7.94567
0.1	0.55	8.11127
0.1	0.56	8.28302
0.1	0.57	8.46126
0.1	0.58	8.64637
0.1	0.59	8.83877
0.1	0.6	9.03891
0.1	0.61	9.24727
0.1	0.62	9.46438
0.1	0.63	9.69082
0.1	0.64	9.92722
0.1	0.65	10.1743
0.1	0.66	10.4327
0.1	0.67	10.7034
0.1	0.68	10.9873
0.1	0.69	11.2853
0.1	0.7	11.5987
0.1	0.71	11.9286
0.1	0.72	12.2765
0.1	0.73	12.644
0.1	0.74	13.0328
0.1	0.75	13.445
0.1	0.76	13.8829
0.1	0.77	14.349
0.1	0.78	14.8464
0.1	0.79	15.3786
0.1	0.8	15.9494
0.1	0.81	16.564
0.1	0.82	17.2276
0.1	0.83	17.9468
0.1	0.84	18.7297
0.1	0.85	19.5858
0.1	0.86	20.5271
0.1	0.87	21.5682
0.1	0.88	22.7278
0.1	0.89	24.0298
0.1	0.9	25.5056
0.1	0.91	27.1974
0.1	0.92	29.1638
0.1	0.93	31.4892
0.1	0.94	34.3003
0.1	0.95	37.7998
0.1	0.96	42.3393
0.1	0.97	48.6053
0.1	0.98	58.2195
0.1	0.99	76.742
0.11	-1	-nan
0.11	-0.99	0.816998
0.11	-0.98	0.823687
0.11	-0.97	0.830452
0.11	-0.96	0.837293
0.11	-0.95	0.844211
0.11	-0.94	0.851209
