0.00168708	33.77	
0.00166986	32.3163	
0.00165309	31.0804	
0.00163614	29.7808	
0.00161919	28.6094	
0.00160256	27.5392	
0.00158553	26.3061	
0.00156938	25.3178	
0.00155228	24.186	
0.00153532	23.1113	
0.00151817	22.0848	
0.00150064	21.0833	
0.00148473	20.251	
0.00146745	19.229	
0.00145056	18.3979	
0.00143393	17.5434	
0.001417	16.7096	
0.00140024	15.9918	
0.00138316	15.2548	
0.00136602	14.4807	
0.00134914	13.7422	
0.00133254	13.1096	
0.00131564	12.4709	
0.00129881	11.8426	
0.00128182	11.2283	
0.00126535	10.6229	
0.00124793	10.079	
0.00123154	9.5554	
0.00121456	9.03609	
0.00119761	8.56904	
0.00118087	8.0587	
0.00116432	7.62554	
0.00114658	7.18702	
0.00112944	6.76883	
0.00111313	6.3714	
0.00109655	5.9933	
0.00107941	5.64931	
0.00106272	5.27182	
0.00104546	4.9548	
0.00102911	4.64097	
0.00101227	4.3644	
0.000995135	4.06248	
0.000978322	3.79582	
0.000961567	3.54544	
0.00094456	3.31272	
0.000928092	3.07681	
0.000910992	2.8512	
0.000893959	2.64283	
0.000877101	2.45194	
0.000860025	2.25799	
0.000843462	2.09118	
0.000827713	2.50553	
0.000809686	1.77746	
0.000792807	1.64197	
0.000775797	1.49816	
0.000758996	1.37148	
0.000741985	1.25399	
0.000725448	1.14836	
0.000708326	1.16759	
0.000691557	0.948197	
0.000674739	0.857714	
0.000657928	0.773954	
0.000641137	0.698473	
0.000624203	0.625969	
0.000607818	0.765921	
0.000590209	0.499976	
0.000573444	0.445772	
0.000556651	0.39564	
0.000539747	0.351021	
0.000522889	0.308847	
0.000506005	0.270681	
0.000489086	0.236047	
0.00047233	0.205318	
0.000455481	0.177334	
0.000438566	0.152419	
0.00042169	0.130264	
0.000404785	0.110438	
0.00038799	0.0933048	
0.000371137	0.0780084	
0.00035421	0.0647896	
0.000337362	0.053313	
0.000320455	0.0433476	
0.000303569	0.0350201	
0.000286709	0.0277595	
0.000269876	0.0217954	
0.000252992	0.0168323	
0.000236101	0.0127762	
0.000219283	0.00947408	
0.000202427	0.00688986	
0.00018552	0.00486837	
0.000168652	0.00331987	
0.000151797	0.00217647	
0.000134911	0.00135769	
0.00011805	0.00079544	
0.000101184	0.000429424	
8.43265e-05	0.000206801	
6.74604e-05	8.47007e-05	
5.05974e-05	2.67925e-05	
3.37318e-05	5.29242e-06	
1.68688e-05	3.30867e-0733660
